factor id	average score	best score	worst score	avg+sigma	avg+2sigma	avg+3sigma	sequence count	sequences w/o score > average+sigma	sequences w/o scores > average+3sigma	worst site in the set	best site in the set	flank length	sites appearing on <flank length>	sites apperaring on 2bp flanks	% w/o sites	% sites in flanks	% sites in 2bp flanks	% weak sites	threshold	weak words in the 'ready' motif
DFD	-5.96255797330252	5.15966106444124	-12.7819993999045	-2.61105674987636	0.740444473549798	4.09194569697596	16	0	3	1.40101057325529	5.15966106444124				0.0	0.0	0.0	18.75	4.09	0
DL	-10.6679832931629	10.1416446383523	-27.7361716868737	-5.73760508215542	-0.807226871147954	4.12315133985951	38	0	18	-5.06358831349737	10.1416446383523				0.0	0.0	0.0	47.3684210526316	4.12	0
EN	-7.45215382155951	6.18079888060364	-17.6616233254119	-3.68817327709077	0.0758072673779608	3.8397878118467	56	5	24	-10.9916622753843	6.18079888060364	7	4	1	8.92857142857143	7.14285714285714	1.78571428571429	33.9285714285714	3.84	0
EVE	-6.95681457606539	5.8164444553623	-17.851226701757	-3.23333907095898	0.490136434147431	4.21361193925384	20	1	8	-3.76652496547185	5.8164444553623	7	1	0	5.0	5.0	0.0	35.0	4.21	0
HB	-12.9259621861803	8.56801322777425	-25.4601892448347	-7.80785751044482	-2.68975283470937	2.42835184102609	103	0	16	-1.13457787013633	8.56801322777425				0.0	0.0	0.0	15.5339805825243	2.43	0
KNI	-8.52247683125771	6.30968071571536	-18.3377482870428	-4.35450507017563	-0.186533309093543	3.98143845198854	33	6	29	-7.23961243813821	6.30968071571536	6	5	2	18.1818181818182	15.1515151515152	6.06060606060606	69.6969696969697	3.98	0
KR	-12.449386118816	10.7401584697282	-29.647522606487	-7.16872055936996	-1.88805499992394	3.39261055952207	45	7	27	-14.4037106908465	10.7401584697282	10	6	4	15.5555555555556	13.3333333333333	8.88888888888889	44.4444444444444	3.39	0
MAD	-7.49045414646779	11.8264510393471	-22.0804556940906	-3.29915381092609	0.892146524615623	5.08344686015733	19	0	8	-1.72159422872362	10.9440792321228				0.0	0.0	0.0	42.1052631578947	5.08	0
OVO	-7.94589230199442	10.5853526018218	-21.841664831103	-4.00830593324395	-0.0707195644934684	3.86686680425701	12	0	2	-1.32429537685588	10.2392848190453				0.0	0.0	0.0	16.6666666666667	3.87	0
PAN	-7.76216026194863	6.9207957874229	-17.5429240540115	-3.9290555441986	-0.0959508264485693	3.73715389130146	25	0	15	-1.59480703867581	6.482725587147				0.0	0.0	0.0	60.0	3.74	0
PRD	-5.05661069384645	6.42851378471702	-13.2380350948086	-1.89429720549529	1.26801628285586	4.43032977120702	11	0	7	1.9320682531319	4.93050510219942				0.0	0.0	0.0	63.6363636363636	4.43	0
SLBO	-6.02541012358234	7.367567964842	-17.6376021900598	-2.43392359924707	1.15756292508821	4.74904944942348	12	0	9	-2.04047156107912	7.12999137678026				0.0	0.0	0.0	75.0	4.75	0
TIN	-9.31131846793149	11.1192713479446	-23.0638726977655	-4.90107741297691	-0.490836358022335	3.91940469693224	11	2	3	-7.73702516184042	11.1192713479446	10	2	2	18.1818181818182	18.1818181818182	18.1818181818182	9.09090909090909	3.92	0
TLL	-8.96232252118017	9.41769371175607	-27.5872764910418	-4.40927385539346	0.143774810393255	4.69682347617997	37	2	22	-6.4397856229054	9.41769371175607	10	1	1	5.40540540540541	2.7027027027027	2.7027027027027	54.0540540540541	4.7	0
TRL	-10.8172908634284	12.0114443283395	-34.0932032990572	-5.2764692797863	0.264352303855818	5.80517388749793	77	9	49	-13.7913380948131	12.0114443283395	12	5	2	11.6883116883117	6.49350649350649	2.5974025974026	51.9480519480519	5.81	0
TWI	-9.16722035414183	9.03964846249295	-21.5910993376968	-4.81151014764736	-0.45579994115289	3.89991026534158	15	0	5	-1.65020928196922	8.79543101159535				0.0	0.0	0.0	33.3333333333333	3.9	0
UBX	-11.0028836575493	9.82848945389299	-34.5266821394647	-5.86977800019237	-0.736672342835412	4.39643331452154	60	6	36	-17.052364778771	9.53203330457169	12	3	0	10.0	5.0	0.0	50.0	4.4	0
VVL	-5.80506140808053	6.66352380549641	-14.6875744223685	-2.59066400528329	0.623733397513954	3.8381308003112	11	0	5	1.33022406479202	6.51663033092516				0.0	0.0	0.0	45.4545454545455	3.84	0
Z	-8.12702667718383	7.06083175622781	-18.6192868985069	-3.87024828800322	0.386530101177398	4.64330849035801	41	0	12	-0.460561095248165	7.06083175622781				0.0	0.0	0.0	29.2682926829268	4.64	0
ZEN	-8.71451731111816	9.56600039321083	-22.8594202568068	-4.78848654892356	-0.862455786728961	3.06357497546564	12	0	3	-0.384086560523692	9.40038662781392				0.0	0.0	0.0	25.0	3.06	0
